name,brand,price,fret-amount,string-amount,scale,body,body-material
REDHILL STM200 DPBL,REDHILL,17.988,22,6,24.5,Modern stat,клён
IBANEZ GRGR221PA-AQB,IBANEZ,35.0,22,6,25.5,Superstrat,окуме
IBANEZ RG421EX-BKF,IBANEZ,50.0,22,6,25.5,Superstrat,красное дерево
IBANEZ GRG7221QA-TKS,IBANEZ,39.0,22,6,25.5,Modern stat,тополь
ROCKDALE Stars HT HSS Black,ROCKDALE,12.6,24,6,25.5,Stratocaster,тополь
IBANEZ S521-MOL,IBANEZ,56.0,24,6,25.5,Superstrat,красное дерево
IBANEZ PREMIUM JEM77P-BFP BLUE FLORAL PATTERN,IBANEZ,187.0,24,6,25.5,Superstrat,липа
IBANEZ S520-WK,IBANEZ,72.0,22,6,26.5,Superstrat,красное дерево
IBANEZ GRG120QASP-BGD,IBANEZ,35.0,22,6,24.5,Superstrat,тополь
FENDER SQUIER Affinity 2021 Telecaster MN Butterscotch Blonde,FENDER,41.0,22,6,25.5,Telecaster,тополь
IBANEZ IJRX20U-BKN,IBANEZ,37.4,22,6,25.5,Superstrat,тополь
IBANEZ S671ALB-BCM,IBANEZ,136.0,22,6,25.5,Superstrat,ньятон
IBANEZ RGA42FM-TGF,IBANEZ,52.0,22,6,26.5,Superstrat,меранти
IBANEZ RG7320EX-BKF,IBANEZ,77.0,24,6,25.5,Superstrat,красное дерево
EPIPHONE Les Paul Special Satin E1 Ebony Vintage,EPIPHONE,44.0,22,6,24.75,Les paul,тополь
JACKSON MJ Dinky DKR Mahogany Snow White,JACKSON,363.0,22,6,25.5,Modern stat,тополь
IBANEZ SA260FM-VLS,IBANEZ,52.0,24,6,25.5,Superstrat,красное дерево
FENDER SQUIER MM STRAT PACK,FENDER,69.0,24,6,25.5,Stratocaster,тополь
IBANEZ AZ24027-TFF,IBANEZ,247.0,24,6,25.5,Superstrat,ольха
IBANEZ AZ2204-ICM,IBANEZ,226.0,22,6,25.5,Superstrat,клён
IBANEZ AF75 BS,IBANEZ,62.0,24,6,24.75,Stratocaster,клён
IBANEZ AZES31-VM,IBANEZ,38.0,22,6,25.0,Stratocaster,тополь
IBANEZ IJRX20U-BL,IBANEZ,44.0,22,6,25.5,Superstrat,тополь
IBANEZ AZS2209H-TFB,IBANEZ,214.0,24,6,25.5,Telecaster,ясень
IBANEZ KRYS10,IBANEZ,187.0,24,6,24.5,Superstrat,клён
FENDER PLAYER Stratocaster PF Polar White,FENDER,114.0,22,6,26.5,Stratocaster,ольха
EART EGLP-610 Sapphire Blue,EART,57.0,24,6,24.75,другая форма,окуме
JACKSON JS22Q-7 Dinky DKA HT Transparent Black Burst,JACKSON,66.0,22,6,25.5,Superstrat,тополь
IBANEZ AS73G-MPF,IBANEZ,65.0,24,6,24.7,другая форма,липа
FARIDA Marina F-3030 Candy Apple Red,FARIDA,26.1,22,6,25.5,Stratocaster,тополь
FARIDA Marina F-3030 Vintage White,FARIDA,26.1,22,6,25.5,Stratocaster,тополь
IBANEZ RGRTBB21-BKF,IBANEZ,137.0,22,6,24.5,Stratocaster,красное дерево
EART EGLP-610 Honey Tea,EART,57.0,22,6,24.75,Les paul,окуме
IBANEZ AF95-BS,IBANEZ,82.0,24,6,24.7,Superstrat,липа
EART CP-1 Blue,EART,58.0,22,6,26.5,Superstrat,клён
ARIA PRO II MAC-STD MBS,ARIA,25.399,22,6,25.5,Superstrat,липа
EPIPHONE SG Muse Wanderlust Green Metallic,EPIPHONE,100.0,22,6,24.75,Sg,красное дерево
STERLING Majesty Arctic Dream,STERLING,181.0,24,6,26.5,Modern stat,красное дерево
EART CP-1 Green,EART,58.0,22,6,26.5,Superstrat,клён
CHARVEL Pro-Mod DK24 HSS 2PT Red Ash,CHARVEL,158.25,22,6,25.5,Superstrat,ясень
FARIDA F-5550 3TS,FARIDA,38.7,22,6,26.5,Stratocaster,ольха
FENDER SQUIER 40th Anniversary Telecaster LRL Sherwood Green,FENDER,80.0,22,6,24.5,Modern stat,тополь
G&L FD Comanche Old School Tobacco Sunburst MP,G&L,319.0,24,6,24.5,Modern stat,красное дерево
IBANEZ AMH90-BK,IBANEZ,85.0,22,6,24.75,другая форма,липа
FENDER VINTERA '60s Stratocaster Ice Blue Metallic,FENDER,169.0,24,6,25.5,Stratocaster,ольха
IBANEZ JS2450-MCP,IBANEZ,283.0,24,6,25.5,Superstrat,ольха
FENDER SQUIER BULLET MUSTANG HH Imperial Blue,FENDER,29.9,24,6,24.0,Mustang,липа
"S by Solar AB4.6С электрогитара, цвет черный",S,28.99,22,6,26.5,Stratocaster,ольха
IBANEZ LM1-LWH,IBANEZ,240.0,24,6,25.5,Modern stat,красное дерево
IBANEZ AR520HFM-LBB,IBANEZ,90.0,24,6,24.72,другая форма,клён
CHARVEL Pro-Mod San Dimas 1 HH FR Chameleon,CHARVEL,147.2,24,6,25.5,Superstrat,тополь
G&L FD ASAT Classic Alnico Butterscotch Blonde MP,G&L,299.0,24,6,25.5,Superstrat,тополь
RGD7521PB-DSF,RGD7521PB-DSF,98.0,24,6,26.5,Superstrat,ньятон
IBANEZ RG421AHM-BMT,IBANEZ,56.0,24,6,25.5,Superstrat,ясень
IBANEZ RG9PB-TGF,IBANEZ,136.0,24,6,24.5,Superstrat,ольха
SCHECTER DEMON-8 VWHT,SCHECTER,72.362,24,6,26.5,Stratocaster,красное дерево
GRETSCH G2217 Streamliner Junior Jet Club Dark Cherry Red,GRETSCH,59.0,24,6,24.5,другая форма,нато
GRETSCH G2210 Streamliner Junior Jet Club Gunmetal,GRETSCH,53.0,22,6,24.75,другая форма,нато
IBANEZ AZ2204NW-MGR,IBANEZ,226.0,22,6,24.5,Superstrat,ольха
GRETSCH G5622 Electromatic Double-Cut Bristol Fog,GRETSCH,106.2,24,6,24.6,другая форма,клён
IBANEZ QX54QM-BSM,IBANEZ,131.0,22,6,25.5,другая форма,клён
GRETSCH G2655 Streamliner Center Block Junior Single Barrel Stain,GRETSCH,70.2,24,6,24.75,Modern stat,клён
CHARVEL Pro-Mod DK24 HSH 2PT Mystic Blue,CHARVEL,160.0,22,6,25.5,Superstrat,ольха
JACKSON PRO Randy Rhoads RRT-5 Gloss Black,JACKSON,184.0,22,6,25.5,Flying-v,ольха
IBANEZ AZ24047-BK,IBANEZ,248.0,22,6,26.5,Superstrat,ольха
IBANEZ PIA3761C-BLP,IBANEZ,369.0,22,6,25.5,Superstrat,ольха
RGIB21-BK,RGIB21-BK,98.0,24,6,25.5,Stratocaster,ньятон
GRETSCH G5655TG Electromatic Center Block Junior Azure Metallic,GRETSCH,155.0,24,6,26.5,другая форма,клён
IBANEZ RG5121-BCF,IBANEZ,200.0,24,6,25.5,Superstrat,клён
AZ2204N-AWD,AZ2204N-AWD,226.0,22,6,24.5,Stratocaster,тополь
GRETSCH G5220 Electromatic Jet BT Black,GRETSCH,94.0,22,6,26.5,Les paul,красное дерево
IBANEZ RGDR4427FX-NTF,IBANEZ,244.0,22,6,26.5,Superstrat,ясень
IBANEZ AZ2407F-SDE,IBANEZ,280.0,24,6,25.5,Superstrat,тополь
FENDER American PRO II Telecaster MN Butterscotch Blonde,FENDER,338.0,22,6,25.5,Telecaster,сосна
FENDER SQUIER Contemporary Stratocaster Special HT Sunset Metallic,FENDER,67.0,22,6,25.5,Superstrat,тополь
IBANEZ PIA3761-XB,IBANEZ,369.0,24,6,24.5,Modern stat,клён
GRETSCH G5220 Electromatic JET BT Bristol Fog,GRETSCH,94.0,22,6,26.5,Stratocaster,тополь
EPIPHONE Les Paul Studio E1 Heritage Cherry Sunburst,EPIPHONE,58.0,22,6,26.5,Superstrat,клён
EPIPHONE ES-335 Vintage Sunburst,EPIPHONE,117.0,24,6,25.5,Superstrat,клён
EPIPHONE Les Paul Modern Faded Pelham Blue,EPIPHONE,123.0,22,6,26.5,Modern stat,ольха
EPIPHONE Les Paul Standard 50s Vintage Sunburst,EPIPHONE,117.0,22,6,24.5,Stratocaster,тополь
EPIPHONE Les Paul Studio Smokehouse Burst,EPIPHONE,98.0,22,6,24.5,Les paul,красное дерево
FARIDA Marina F-3030 PK,FARIDA,26.1,22,6,25.5,Stratocaster,тополь
FARIDA F-5020 Metallic White,FARIDA,37.0,24,6,25.5,Modern stat,ольха
FARIDA F-5051 3TS,FARIDA,56.0,22,6,24.5,Stratocaster,ольха
FARIDA F-5150 White Blonde,FARIDA,52.0,24,6,26.5,Stratocaster,красное дерево
GIBSON Les Paul Standard 50s Tobacco Burst,GIBSON,525.0,22,6,24.75,Les paul,красное дерево
GIBSON Les Paul Standard 60s Iced Tea,GIBSON,525.0,24,6,24.75,Les paul,красное дерево
IBANEZ MMN1-TAB,IBANEZ,293.0,22,6,25.5,Modern stat,красное дерево
IBANEZ AG95K-NT,IBANEZ,98.0,22,6,25.5,Superstrat,ольха
IBANEZ PGM50-BK,IBANEZ,150.0,24,6,25.5,Stratocaster,клён
SCHECTER SGR C-7 MSBK,SCHECTER,28.99,24,6,26.5,Modern stat,тополь
EPIPHONE 1959 Les Paul Standard Aged Dark Cherry Burst,EPIPHONE,176.0,24,6,24.5,Modern stat,ольха
GIBSON Les Paul Standard 50s Figured Top Tobacco Burst,GIBSON,525.0,22,6,25.5,Superstrat,клён
GIBSON Les Paul Standard 50s Faded Vintage Honey Burst,GIBSON,485.0,22,6,25.5,Stratocaster,клён
IBANEZ QX527PE-NTF,IBANEZ,147.0,24,6,26.5,Stratocaster,клён
JET JJ-350 GR R,JET,33.55,22,6,24.5,Superstrat,клён
JET JS-300 Mini PK R,JET,19.57,22,6,26.5,Superstrat,тополь
KEIPRO KT-Standard-M NT + bag,KEIPRO,41.75,24,6,26.5,Superstrat,ольха
YAMAHA PACIFICA112VM RED METALLIC,YAMAHA,50.99,22,6,26.5,Stratocaster,клён
JACKSON PRO MM JUGG HT 6 - SGN MET GR,JACKSON,146.0,22,6,25.5,Superstrat,липа
YAMAHA PA112VMGR,YAMAHA,50.99,24,6,24.5,Superstrat,клён
YAMAHA PACIFICA 112V YNS,YAMAHA,58.99,24,6,26.5,Stratocaster,ольха
YAMAHA PA112VMIBU,YAMAHA,50.99,24,6,26.5,Stratocaster,клён
YAMAHA PACIFICA 112V OVS,YAMAHA,58.99,22,6,24.5,Superstrat,ольха
YAMAHA PACIFICA 112V BL,YAMAHA,58.99,24,6,25.5,Superstrat,ольха
YAMAHA FS-TA BROWN SUNBURST,YAMAHA,109.99,24,6,25.5,Superstrat,красное дерево
YAMAHA PACIFICA112VMX YELLOW NATURAL SATIN,YAMAHA,50.99,24,6,25.5,Modern stat,клён
YAMAHA RGX121Z RM,YAMAHA,35.99,24,6,25.5,Stratocaster,ольха
YAMAHA SG1820 BROWN SUNBURST WITH CASE,YAMAHA,449.99,24,6,24.5,Modern stat,красное дерево
YAMAHA SG1820A BLACK WITH CASE,YAMAHA,499.99,24,6,26.5,Stratocaster,клён
YAMAHA SG1820 BLACK WITH CASE,YAMAHA,449.99,22,6,24.5,Superstrat,тополь
YAMAHA SG1802 BLACK WITH CASE,YAMAHA,449.99,22,6,25.5,Superstrat,красное дерево
Sigma S000P-10E,Sigma,123.0,22,6,26.5,Modern stat,ольха
Sigma SGPC-10E,Sigma,123.0,22,6,25.5,Superstrat,ольха
Sigma SDP-10E,Sigma,123.0,24,6,25.5,Stratocaster,ольха
EPIPHONE Les Paul Electric Guitar Player Pack Ebony,EPIPHONE,56.0,24,6,25.5,Stratocaster,красное дерево
FENDER SQUIER BULLET Stratocaster HSS HT Black,FENDER,29.9,24,6,25.5,Stratocaster,липа
FENDER SQUIER MM Stratocaster Black,FENDER,15.5,24,6,25.5,Stratocaster,ламинат
GIBSON 2019 SG TRIBUTE VINTAGE CHERRY SATIN,GIBSON,244.0,24,6,24.75,Sg,красное дерево
FENDER CUSTOM SHOP Limited Edition '64 Stratocaster Journeyman FASN,FENDER,741.0,22,6,25.5,Stratocaster,ольха
IBANEZ RG370AHMZ-BMT,IBANEZ,68.0,22,6,25.5,Superstrat,ясень
IBANEZ RG8-WH,IBANEZ,65.0,24,6,27.0,Superstrat,меранти
EPIPHONE Les Paul Melody Maker E1 Ebony,EPIPHONE,33.0,24,6,25.5,Stratocaster,ольха
IBANEZ RG350DXZ-WH,IBANEZ,65.0,24,6,25.5,Superstrat,липа
IBANEZ RG7421-WNF,IBANEZ,58.0,22,6,25.5,Superstrat,красное дерево
JET JS-400 SB,JET,21.65,24,6,25.5,Stratocaster,липа
FENDER SQUIER Affinity 2021 Stratocaster MN Black,FENDER,41.0,22,6,25.5,Stratocaster,тополь
IBANEZ XPTB720-BKF,IBANEZ,156.0,24,6,25.5,Superstrat,окуме
FENDER SQUIER Affinity 2021 Stratocaster HH LRL Olympic White,FENDER,41.0,24,6,25.5,Stratocaster,тополь
IBANEZ GRG121SP-GYC,IBANEZ,37.0,22,6,25.5,Superstrat,тополь
IBANEZ RG320EXZ-BKF,IBANEZ,65.0,24,6,26.5,Stratocaster,тополь
Solar Guitars A2.6FBB Baritone,Solar,119.99,24,6,26.5,Stratocaster,ольха
JET JS-300 BK,JET,20.35,24,6,25.5,Stratocaster,липа
FENDER CUSTOM SHOP Limited Edition '64 Stratocaster Journeyman AOLW,FENDER,741.0,22,6,25.5,Superstrat,красное дерево
IBANEZ RGA42EX-BAM,IBANEZ,52.0,22,6,25.5,Modern stat,меранти
Solar Guitars A2.7C,Solar,99.99,22,6,26.5,Superstrat,красное дерево
FENDER SQUIER BULLET MUSTANG HH Black,FENDER,29.9,22,6,24.0,Mustang,липа
IBANEZ GRG131DX-BKF,IBANEZ,27.6,24,6,25.5,Superstrat,тополь
FENDER PLAYER Stratocaster PF 3-Tone Sunburst,FENDER,114.0,22,6,25.5,Stratocaster,ольха
FENDER PLAYER Telecaster MN Black,FENDER,114.0,22,6,25.5,Telecaster,ольха
EPIPHONE SLASH APPETITE LES PAUL SPECIAL II,EPIPHONE,56.0,22,6,26.5,Modern stat,ольха
FENDER SQUIER Contemporary Telecaster RH Shoreline Gold,FENDER,80.0,24,6,25.5,Telecaster,тополь
S by Solar SB4.6FRFBL,S,45.99,22,6,25.5,Superstrat,ольха
IBANEZ GRX40-MLB,IBANEZ,24.1,22,6,25.5,Superstrat,тополь
RG80F-IPT,RG80F-IPT,108.0,22,6,26.5,Stratocaster,меранти
FENDER VINTERA '60s Stratocaster 3-Color Sunburst,FENDER,164.0,22,6,25.5,Stratocaster,ольха
EPIPHONE Special Satin E1 Walnut,EPIPHONE,60.0,22,6,24.75,Stratocaster,тополь
Fabio ST100 WH,Fabio,8.662,24,6,25.5,Superstrat,тополь
IBANEZ RGIXL7-BKF,IBANEZ,113.0,22,6,27.0,Superstrat,ньятон
FENDER American Acoustasonic Jazzmaster Tungsten,FENDER,554.0,22,6,25.5,Stratocaster,клён
EPIPHONE SG Special Satin E1 Vintage Worn Ebony,EPIPHONE,41.0,22,6,24.75,Sg,тополь
JACKSON X Dinky DKAF 7 Black,JACKSON,112.0,22,6,25.5,Superstrat,красное дерево
Solar Guitars A2.6C,Solar,99.99,24,6,25.5,Modern stat,красное дерево
EPIPHONE SG SPECIAL EBONY CH,EPIPHONE,41.0,24,6,24.75,Sg,красное дерево
Cort CR200-BK Classic Rock,Cort,36.93,24,6,26.5,Modern stat,клён
Cort CR250-TBK Classic Rock,Cort,41.86,22,6,26.5,Les paul,красное дерево
JACKSON JS11 Dinky DK Gloss Black,JACKSON,28.1,24,6,25.5,Stratocaster,тополь
RGA42HPQM-BIG,RGA42HPQM-BIG,110.0,22,6,26.5,Superstrat,ольха
Cort CR100-CRS Classic Rock,Cort,27.405,24,6,24.75,Les paul,красное дерево
Fabio ST200 WH (Н/S/S),Fabio,8.966,24,6,25.5,Superstrat,тополь
Dean ML 79 TBZ,Dean,96.247,22,6,24.75,Stratocaster,красное дерево
GIBSON 2019 SG Standard Heritage Cherry,GIBSON,345.0,22,6,24.75,Sg,красное дерево
JET JS-300 OW,JET,19.64,24,6,26.5,Superstrat,клён
IBANEZ RGA742FM-TGF,IBANEZ,61.0,22,6,25.5,Superstrat,меранти
IBANEZ RG550-DY,IBANEZ,109.0,22,6,25.5,Superstrat,липа
FENDER SQUIER BULLET Stratocaster HSS Brown Sunburst,FENDER,30.0,22,6,25.5,Stratocaster,липа
FENDER American Performer Telecaster RW Honeyburst,FENDER,235.0,24,6,25.5,Telecaster,ольха
FENDER SQUIER Affinity 2021 Telecaster Deluxe MN Black,FENDER,43.0,24,6,24.5,Superstrat,тополь
Cort KX300-Etched-EBR KX Series,Cort,56.62,22,6,25.5,Superstrat,красное дерево
EPIPHONE CASINO NATURAL,EPIPHONE,145.0,22,6,24.75,Modern stat,клён
IBANEZ RG5320C-DFM,IBANEZ,229.0,22,6,25.5,Superstrat,клён
Cort KX300-Etched-EBG KX Series,Cort,56.62,24,6,25.5,Superstrat,красное дерево
FENDER SQUIER Affinity Stratocaster LRL HSB,FENDER,47.0,24,6,24.5,Superstrat,тополь
JACKSON JS22 Dinky DK Satin Black,JACKSON,35.0,22,6,25.5,Superstrat,тополь
IBANEZ AG85-BKF,IBANEZ,83.0,22,6,24.7,Superstrat,липа
FENDER PLAYER Telecaster HH MN Tidepool,FENDER,118.0,24,6,25.5,Telecaster,ольха
FENDER SQUIER Affinity 2021 Stratocaster FMT HSS MN Black Burst,FENDER,49.0,24,6,26.5,Modern stat,ольха
Solar Guitars T2.6W,Solar,109.99,22,6,26.5,Superstrat,красное дерево
EPIPHONE Les Paul Special Satin E1 Tobacco Sunburst Vintage,EPIPHONE,44.0,24,6,24.75,Les paul,тополь
GIBSON 2019 Les Paul Studio Ebony,GIBSON,325.0,24,6,24.75,Les paul,красное дерево
Cort X100-OPBK X Series,Cort,17.73,22,6,25.5,Superstrat,меранти
Schecter OMEN-6 WSN,Schecter,54.514,24,6,24.5,Modern stat,тополь
JACKSON JS32T King V Gloss Black,JACKSON,52.0,22,6,25.5,Flying-v,тополь
FENDER SQUIER Contemporary Stratocaster Special Black,FENDER,67.0,24,6,24.5,Superstrat,тополь
IBANEZ RG421HPAH-BWB,IBANEZ,103.0,24,6,25.5,Modern stat,ньятон
FENDER PLAYER Stratocaster HSS MN Black,FENDER,118.0,22,6,25.5,Stratocaster,ольха
JET JS-400 OW,JET,20.95,24,6,25.5,Stratocaster,липа
FENDER SQUIER Affinity Telecaster HH LRL MBLK,FENDER,57.0,24,6,25.5,Stratocaster,ольха
ARIA 615-WJ BK,ARIA,26.55,22,6,24.5,Stratocaster,клён
FENDER PLAYER Jaguar 3-Tone Sunburst,FENDER,124.0,22,6,25.5,Jaguar,ольха
XPTB620-BKF,XPTB620-BKF,143.0,24,6,25.5,Modern stat,окуме
GRETSCH G5425 Electromatic Jet Club Black,GRETSCH,78.0,24,6,24.6,Stratocaster,липа
FENDER PLAYER Telecaster MN 3-Tone Sunburst,FENDER,114.0,24,6,24.5,Telecaster,ольха
GIBSON 2019 Explorer Antique Natural,GIBSON,386.0,22,6,24.75,Explorer,красное дерево
Solar Guitars V2.6C,Solar,119.99,24,6,24.5,Superstrat,ольха
IBANEZ FRM300-PR,IBANEZ,140.0,24,6,24.75,Stratocaster,окуме
IBANEZ AZ2402-BKF,IBANEZ,226.0,22,6,25.5,Modern stat,ольха
FENDER SQUIER Affinity 2021 Stratocaster FMT HSS MN Sienna Sunburst,FENDER,49.0,24,6,25.5,Stratocaster,тополь
EPIPHONE Les Paul Studio E1 Ebony,EPIPHONE,58.0,22,6,24.75,Les paul,красное дерево
JET JS-300 SB,JET,20.35,22,6,25.5,Stratocaster,липа
ARIA DM-206 3TS,ARIA,30.69,24,6,24.5,Modern stat,красное дерево
FENDER SQUIER Affinity Telecaster DLX LRL SVB,FENDER,53.0,24,6,24.5,Modern stat,красное дерево
IBANEZ RGRTB621-BKF,IBANEZ,134.0,24,6,25.5,Modern stat,нато
IBANEZ Q547-BMM,IBANEZ,131.0,24,6,25.5,другая форма,ньятон
FENDER SQUIER MINI Stratocaster Black,FENDER,25.0,24,6,22.75,Stratocaster,ламинат
Cort CR200-FBL Classic Rock,Cort,40.63,24,6,24.72,Les paul,красное дерево
FARIDA F-5150 Butterscotch Blonde,FARIDA,52.0,24,6,24.5,Superstrat,красное дерево
IBANEZ GRX20-BKN BLACK,IBANEZ,22.4,22,6,25.5,Superstrat,тополь
"Fender Squier Affinity™ Series Jazzmaster® HH, Rosewood Fingerboard, Arctic White",Fender,36.0,22,6,25.5,Jazzmaster,ольха
Solar Guitars S1.7LB,Solar,199.99,24,6,24.5,Superstrat,тополь
TERRIS TTL-039 YW,TERRIS,12.95,24,6,25.5,Telecaster,липа
FENDER JIM ROOT Telecaster Flat White,FENDER,228.0,24,6,25.5,Telecaster,красное дерево
JACKSON JS12 Dinky DK Black,JACKSON,33.0,24,6,25.5,Superstrat,тополь
Schecter SGR AVENGER FR MBK,Schecter,38.352,22,6,26.5,Stratocaster,ольха
FENDER PLAYER Stratocaster MN Tidepool,FENDER,138.0,22,6,26.5,Stratocaster,тополь
JACKSON PRO Randy Rhoads Snow White,JACKSON,241.0,24,6,26.5,Superstrat,ольха
Cort G250-LH-BK G Series,Cort,32.47,24,6,24.5,Superstrat,клён
ARIA TEG-002 3TS,ARIA,17.85,22,6,25.5,Modern stat,тополь
Cort G250-BK G Series,Cort,31.14,24,6,25.5,Stratocaster,липа
FENDER DUO SONIC MN DSD,FENDER,123.0,22,6,24.0,Modern stat,ольха
KRAMER Focus VT-211S Ruby Red,KRAMER,24.1,24,6,25.5,Superstrat,клён
FENDER PLAYER Stratocaster HSS MN Buttercream,FENDER,118.0,22,6,25.5,Stratocaster,ольха
IBANEZ RG5440C-PW,IBANEZ,236.0,24,6,25.5,Superstrat,красное дерево
FENDER PLAYER Stratocaster MN 3-Tone Sunburst,FENDER,114.0,24,6,26.5,Stratocaster,ольха
FENDER BOXER Telecaster Inca Silver,FENDER,177.0,22,6,26.5,Stratocaster,ольха
FENDER American PRO II Telecaster MN Sienna Sunburst,FENDER,273.0,24,6,25.5,Modern stat,клён
Schecter REAPER-6 SIB,Schecter,97.97,24,6,25.5,Stratocaster,тополь
FENDER PLAYER Stratocaster HSH PF Silver,FENDER,118.0,24,6,25.5,Stratocaster,ольха
FENDER SQUIER Classic Vibe 50s Stratocaster MN White Blonde,FENDER,63.0,22,6,24.5,Modern stat,клён
Schecter SGR 006 MSBK,Schecter,28.615,24,6,25.5,Superstrat,липа
FENDER PLAYER Jazzmaster 3-Tone Sunburst,FENDER,118.0,24,6,25.5,Jazzmaster,ольха
SCHECTER SUN VALLEY SUPER SHREDDER FR WHT,SCHECTER,72.99,24,6,26.5,Stratocaster,ольха
JACKSON PRO Dinky DK Modern Ash HT7 BK Blue,JACKSON,293.0,24,6,26.5,Superstrat,клён
IBANEZ SA360NQM-SPB,IBANEZ,57.0,22,6,26.5,Stratocaster,окуме
Schecter SGR SOLO II MSBK,Schecter,30.268,24,6,26.5,Superstrat,красное дерево
IBANEZ Q52PB-ABS,IBANEZ,131.0,24,6,24.5,Modern stat,клён
IBANEZ AZS2200-BK,IBANEZ,228.0,22,6,25.5,Superstrat,ольха
JACKSON JS32 Dinky DKA-M Snow White,JACKSON,68.0,22,6,25.5,Superstrat,липа
JACKSON JS1X RR Minion Satin Black,JACKSON,30.0,22,6,22.5,Stratocaster,тополь
FENDER SQUIER Affinity Stratocaster HSS MN BLK,FENDER,46.0,24,6,24.5,Stratocaster,клён
FENDER PLAYER Telecaster MN Polar White,FENDER,114.0,22,6,25.5,Telecaster,ольха
CORT X500-Menace-GS X Series,CORT,77.93,22,6,26.5,Stratocaster,тополь
FENDER VINTERA '60s Stratocaster Modified Olympic White,FENDER,179.0,24,6,25.5,Stratocaster,ольха
Schecter C-6 Deluxe SBK,Schecter,39.95,24,6,25.5,Superstrat,липа
FENDER American Acoustasonic Telecaster Sonic Gray,FENDER,485.0,22,6,26.5,Modern stat,ольха
Bosstone SG-04 RD+Bag,Bosstone,12.157,22,6,26.5,Stratocaster,ольха
FENDER PLAYER Stratocaster HSS MN Tidepool,FENDER,118.0,24,6,25.5,Modern stat,ольха
Russtone RUTC-SS BK,Russtone,17.03,22,6,25.5,Stratocaster,клён
SCHECTER OMEN-6 WSN,SCHECTER,45.99,24,6,25.5,другая форма,липа
Russtone RUSSD-SSH MBS,Russtone,24.885,22,6,26.5,Modern stat,тополь
JACKSON X Randy Rhoads RRX24 Black Camo,JACKSON,207.0,24,6,26.5,Modern stat,тополь
FENDER SQUIER Classic Vibe '50s Telecaster MN Vintage Blonde,FENDER,74.0,24,6,24.5,Modern stat,красное дерево
SCHECTER OMEN-6 VWHT,SCHECTER,45.99,22,6,25.5,другая форма,липа
Cort G280-Select-AM G Series,Cort,49.67,22,6,25.5,Superstrat,красное дерево
IBANEZ AZ2204NW-DTB,IBANEZ,226.0,24,6,25.5,Superstrat,ольха
ARIA PRO II STG-003/M WH,ARIA,15.379,24,6,25.5,Stratocaster,клён
IBANEZ RG550-RF,IBANEZ,109.0,24,6,25.5,Superstrat,липа
Cort CR250-VB Classic Rock,Cort,41.86,24,6,24.72,Les paul,красное дерево
FENDER SQUIER BULLET Stratocaster HSS Arctic White,FENDER,30.0,22,6,25.5,Stratocaster,липа
GRETSCH G2622T Streamliner Center DC Stirling Green,GRETSCH,107.0,22,6,25.5,Stratocaster,тополь
JACKSON JS32T Kelly Satin Black,JACKSON,64.0,24,6,25.5,Explorer,тополь
STAGG SET-PLUS BK,STAGG,15.99,24,6,24.5,Stratocaster,тополь
FENDER LTD Player Stratocaster MN ASH Natural,FENDER,215.0,22,6,24.5,Modern stat,красное дерево
FENDER PLAYER Stratocaster Plus Top MN Aged Cherry Burst,FENDER,123.0,22,6,25.5,Stratocaster,ольха
FENDER SQUIER Classic Vibe 60s MUSTANG LRL Sonic Blue,FENDER,63.0,22,6,24.0,Stratocaster,тополь
Russtone RUST-SSS BL,Russtone,15.72,24,6,24.5,Superstrat,клён
FENDER SQUIER BULLET Stratocaster HT Arctic White,FENDER,29.9,22,6,25.5,Stratocaster,липа
FENDER Player Plus STRAT HSS MN 3-Tone Sunburst,FENDER,161.0,24,6,25.5,Stratocaster,ольха
JACKSON JS32Q Dinky DKA Transparent Purple Burst,JACKSON,87.0,24,6,24.5,Superstrat,клён
ARIA PRO II STG-003SPL VW,ARIA,15.379,24,6,24.5,Stratocaster,клён
FENDER SQUIER 40th Anniversary Telecaster LRL Black,FENDER,83.0,22,6,25.5,Telecaster,ньятон
FENDER SQUIER Classic Vibe '50s Telecaster MN 2-Color Sunburst,FENDER,74.0,24,6,25.5,Telecaster,сосна
IBANEZ RGMS8-BK,IBANEZ,77.0,24,6,25.5,Superstrat,красное дерево
GRETSCH G2622T Streamliner Center Block Riviera Blue,GRETSCH,75.0,24,6,24.75,Modern stat,клён
FENDER SQUIER 40th Anniversary Jazzmaster MN Aged Hardware Satin Desert Sand,FENDER,92.0,24,6,26.5,Stratocaster,красное дерево
FENDER PLAYER Telecaster MN Capri Orange,FENDER,120.0,24,6,25.5,Modern stat,ольха
IBANEZ GAX30-TCR,IBANEZ,35.0,22,6,26.5,Stratocaster,красное дерево
JACKSON JS22 Monarkh SC Satin Black,JACKSON,39.0,24,6,24.75,Les paul,нато
IBANEZ RG421HPAM-ABL,IBANEZ,77.0,24,6,25.5,Stratocaster,ньятон
FENDER SQUIER 40th Anniversary Telecaster MN Aged Hardware Satin Vintage Blonde,FENDER,92.0,22,6,24.5,Modern stat,ольха
Fabio ST200 RDS (Н/S/S),Fabio,8.966,22,6,24.5,Superstrat,клён
AM53-TF,AM53-TF,43.0,24,6,24.75,другая форма,сапеле
STAGG SVY DC TCH,STAGG,27.445,24,6,26.5,Modern stat,клён
